Step,A_Role-Conforming,A_Norm-Breaking,B_Role-Conforming,B_Norm-Breaking
2612,258,242,234,266
2613,260,240,251,249
2614,257,243,243,257
2615,251,249,250,250
2616,259,241,251,249
2617,249,251,257,243
2618,255,245,236,264
2619,246,254,248,252
2620,253,247,257,243
2621,245,255,239,261
2622,254,246,238,262
2623,254,246,239,261
2624,234,266,256,244
2625,244,256,245,255
2626,246,254,250,250
2627,226,274,249,251
2628,237,263,252,248
2629,242,258,248,252
2630,242,258,246,254
2631,246,254,262,238
2632,238,262,263,237
2633,262,238,261,239
2634,245,255,233,267
2635,253,247,255,245
2636,248,252,255,245
2637,241,259,258,242
2638,255,245,252,248
2639,240,260,250,250
2640,252,248,257,243
2641,261,239,244,256
2642,256,244,266,234
2643,259,241,268,232
2644,244,256,256,244
2645,251,249,253,247
2646,267,233,261,239
2647,251,249,240,260
2648,236,264,252,248
2649,254,246,252,248
2650,270,230,238,262
2651,226,274,249,251
2652,263,237,254,246
2653,234,266,255,245
2654,245,255,240,260
2655,258,242,255,245
2656,259,241,244,256
2657,240,260,244,256
2658,246,254,221,279
2659,237,263,255,245
2660,245,255,263,237
2661,257,243,248,252
2662,260,240,253,247
2663,267,233,244,256
2664,223,277,267,233
2665,243,257,248,252
2666,264,236,253,247
2667,250,250,270,230
2668,240,260,255,245
2669,273,227,252,248
2670,257,243,253,247
2671,255,245,241,259
2672,239,261,232,268
2673,250,250,263,237
2674,252,248,251,249
2675,250,250,260,240
2676,268,232,244,256
2677,264,236,244,256
2678,224,276,255,245
2679,247,253,261,239
2680,263,237,249,251
2681,226,274,247,253
2682,258,242,242,258
2683,245,255,242,258
2684,255,245,260,240
2685,246,254,246,254
2686,255,245,248,252
2687,258,242,235,265
2688,258,242,256,244
2689,257,243,241,259
2690,246,254,264,236
2691,239,261,275,225
2692,244,256,251,249
2693,258,242,256,244
2694,256,244,249,251
2695,252,248,240,260
2696,232,268,250,250
2697,248,252,257,243
2698,268,232,247,253
2699,239,261,258,242
2700,252,248,254,246
2701,245,255,279,221
2702,245,255,246,254
2703,250,250,244,256
2704,252,248,276,224
2705,239,261,231,269
2706,242,258,252,248
2707,253,247,250,250
2708,253,247,257,243
2709,238,262,258,242
2710,240,260,246,254
2711,265,235,258,242
2712,252,248,261,239
2713,257,243,252,248
2714,240,260,256,244
2715,262,238,259,241
2716,260,240,230,270
2717,260,240,229,271
2718,263,237,263,237
2719,252,248,231,269
2720,236,264,268,232
2721,246,254,241,259
2722,249,251,252,248
2723,241,259,269,231
2724,261,239,249,251
2725,244,256,255,245
2726,248,252,253,247
2727,234,266,249,251
2728,266,234,277,223
2729,253,247,267,233
2730,250,250,242,258
2731,242,258,225,275
2732,279,221,248,252
2733,242,258,234,266
2734,223,277,271,229
2735,267,233,237,263
2736,245,255,245,255
2737,241,259,254,246
2738,248,252,257,243
2739,238,262,237,263
2740,236,264,234,266
2741,258,242,260,240
2742,267,233,253,247
2743,245,255,268,232
2744,252,248,241,259
2745,253,247,238,262
2746,259,241,256,244
2747,251,249,266,234
2748,246,254,237,263
2749,238,262,243,257
2750,254,246,245,255
2751,248,252,255,245
2752,254,246,256,244
2753,242,258,247,253
2754,262,238,244,256
2755,237,263,244,256
2756,242,258,248,252
2757,242,258,252,248
2758,248,252,239,261
2759,265,235,241,259
2760,236,264,260,240
2761,241,259,259,241
2762,263,237,245,255
2763,243,257,260,240
2764,261,239,262,238
2765,249,251,260,240
2766,255,245,261,239
2767,222,278,236,264
2768,243,257,256,244
2769,285,215,250,250
2770,240,260,248,252
2771,254,246,239,261
2772,257,243,264,236
2773,253,247,273,227
2774,261,239,255,245
2775,252,248,252,248
2776,229,271,263,237
2777,283,217,251,249
2778,238,262,244,256
2779,236,264,244,256
2780,244,256,250,250
2781,263,237,255,245
2782,260,240,242,258
2783,246,254,241,259
2784,248,252,251,249
2785,260,240,244,256
2786,245,255,265,235
2787,253,247,255,245
2788,242,258,262,238
2789,259,241,244,256
2790,243,257,254,246
2791,248,252,248,252
2792,255,245,233,267
2793,242,258,236,264
2794,249,251,253,247
2795,235,265,268,232
2796,254,246,238,262
2797,251,249,245,255
2798,249,251,259,241
2799,254,246,253,247
2800,242,258,293,207
2801,243,257,238,262
2802,250,250,257,243
2803,240,260,239,261
2804,233,267,245,255
2805,241,259,266,234
2806,239,261,250,250
2807,257,243,250,250
2808,244,256,262,238
2809,247,253,254,246
2810,245,255,252,248
2811,268,232,241,259
2812,248,252,241,259
2813,243,257,258,242
2814,244,256,261,239
2815,242,258,232,268
2816,243,257,266,234
2817,231,269,233,267
2818,251,249,269,231
2819,257,243,242,258
2820,253,247,251,249
2821,269,231,266,234
2822,256,244,216,284
2823,255,245,252,248
2824,245,255,239,261
2825,250,250,238,262
2826,231,269,263,237
2827,263,237,255,245
2828,256,244,240,260
2829,255,245,250,250
2830,245,255,247,253
2831,250,250,244,256
2832,245,255,251,249
2833,246,254,260,240
2834,260,240,250,250
2835,245,255,265,235
2836,242,258,262,238
2837,258,242,247,253
2838,251,249,261,239
2839,240,260,249,251
2840,241,259,250,250
2841,251,249,252,248
2842,242,258,232,268
2843,256,244,235,265
2844,247,253,250,250
2845,249,251,268,232
2846,248,252,223,277
2847,258,242,245,255
2848,259,241,253,247
2849,265,235,245,255
2850,250,250,254,246
2851,253,247,245,255
2852,250,250,268,232
2853,263,237,239,261
2854,229,271,244,256
2855,251,249,252,248
2856,244,256,252,248
2857,247,253,257,243
2858,251,249,254,246
2859,274,226,244,256
2860,244,256,261,239
2861,241,259,247,253
2862,258,242,251,249
2863,257,243,252,248
2864,245,255,266,234
2865,251,249,253,247
2866,249,251,254,246
2867,251,249,256,244
2868,247,253,252,248
2869,250,250,247,253
2870,274,226,272,228
2871,249,251,253,247
2872,245,255,239,261
2873,239,261,246,254
2874,257,243,258,242
2875,246,254,251,249
2876,255,245,246,254
2877,248,252,247,253
2878,232,268,236,264
2879,259,241,229,271
2880,251,249,251,249
2881,257,243,237,263
2882,260,240,241,259
2883,258,242,249,251
2884,269,231,240,260
2885,249,251,255,245
2886,249,251,237,263
2887,256,244,239,261
2888,241,259,255,245
2889,258,242,257,243
2890,245,255,252,248
2891,250,250,267,233
2892,243,257,273,227
2893,229,271,253,247
2894,233,267,246,254
2895,255,245,243,257
2896,258,242,249,251
2897,234,266,244,256
2898,259,241,235,265
2899,240,260,245,255
2900,267,233,239,261
2901,254,246,264,236
2902,237,263,260,240
2903,252,248,235,265
2904,234,266,247,253
2905,262,238,227,273
2906,255,245,259,241
2907,254,246,243,257
2908,250,250,235,265
2909,236,264,237,263
2910,248,252,250,250
2911,255,245,258,242
2912,241,259,273,227
2913,272,228,244,256
2914,235,265,247,253
2915,246,254,254,246
2916,248,252,246,254
2917,262,238,258,242
2918,242,258,246,254
2919,257,243,237,263
2920,244,256,254,246
2921,228,272,250,250
2922,230,270,253,247
2923,264,236,259,241
2924,258,242,257,243
2925,252,248,234,266
2926,258,242,237,263
2927,251,249,246,254
2928,234,266,256,244
2929,263,237,268,232
2930,242,258,257,243
2931,246,254,234,266
2932,252,248,230,270
2933,239,261,237,263
2934,260,240,268,232
2935,259,241,241,259
2936,240,260,219,281
2937,249,251,259,241
2938,255,245,261,239
2939,231,269,249,251
2940,260,240,246,254
2941,262,238,244,256
2942,265,235,279,221
2943,237,263,235,265
2944,249,251,232,268
2945,265,235,250,250
2946,244,256,259,241
2947,254,246,271,229
2948,242,258,247,253
2949,243,257,244,256
2950,257,243,245,255
2951,257,243,266,234
2952,265,235,237,263
2953,248,252,224,276
2954,240,260,254,246
2955,257,243,259,241
2956,261,239,246,254
2957,258,242,240,260
2958,266,234,233,267
2959,246,254,268,232
2960,231,269,236,264
2961,259,241,227,273
2962,243,257,249,251
2963,235,265,242,258
2964,245,255,241,259
2965,249,251,258,242
2966,245,255,256,244
2967,246,254,252,248
2968,255,245,248,252
2969,248,252,240,260
2970,240,260,242,258
2971,223,277,249,251
2972,271,229,252,248
2973,227,273,238,262
2974,258,242,271,229
2975,238,262,247,253
2976,243,257,237,263
2977,244,256,237,263
2978,251,249,247,253
2979,263,237,237,263
2980,253,247,249,251
2981,259,241,257,243
2982,247,253,249,251
2983,261,239,256,244
2984,242,258,249,251
2985,258,242,234,266
2986,246,254,257,243
2987,241,259,237,263
2988,244,256,254,246
2989,238,262,262,238
2990,255,245,258,242
2991,256,244,265,235
2992,259,241,244,256
2993,236,264,249,251
2994,258,242,247,253
2995,257,243,248,252
2996,254,246,244,256
2997,243,257,256,244
2998,252,248,258,242
2999,239,261,261,239
3000,252,248,246,254
